job_title,industry,job_status,ai_impact_level,median_salary_usd,required_education,experience_required_years,job_openings_2024,projected_openings_2030,remote_work_ratio_percent,automation_risk_percent,location,gender_diversity_percent,growth_rate,risk_category
"Geologist, engineering",Entertainment,Increasing,Low,88828.96,High School,6,3793,8816,73.18,29.88,UK,27.05,132.42815713155812,Low
Regulatory affairs officer,IT,Increasing,High,107542.25,High School,6,1117,3969,83.01,28.6,China,57.29,255.32676812891674,Low
Neurosurgeon,Manufacturing,Decreasing,Moderate,48757.85,Bachelor’s Degree,12,2038,6334,75.39,78.58,India,37.54,210.79489695780177,High
Proofreader,Entertainment,Increasing,Low,149500.88,Master’s Degree,20,5737,5899,3.16,48.05,Australia,64.48,2.82377549241764,Medium
Media buyer,Entertainment,Decreasing,High,144144.96,Associate Degree,13,8650,1169,8.38,55.87,UK,26.86,-86.48554913294798,Medium
Freight forwarder,Entertainment,Decreasing,High,123504.71,Bachelor’s Degree,2,9825,8024,65.08,51.96,Canada,50.14,-18.330788804071247,Medium
"Accountant, chartered management",IT,Increasing,Moderate,130049.48,Bachelor’s Degree,7,281,9666,42.37,52.1,China,29.53,3339.857651245551,Medium
Automotive engineer,Finance,Decreasing,High,145450.51,High School,13,2796,3459,59.7,81.26,China,30.57,23.71244635193133,High
"Buyer, industrial",Education,Decreasing,Low,84715.58,Bachelor’s Degree,14,4116,2238,43.25,42.29,India,57.06,-45.626822157434404,Medium
Building control surveyor,Retail,Increasing,Moderate,114401.59,High School,6,257,9843,1.15,46.01,USA,51.52,3729.961089494164,Medium
"Designer, television/film set",Manufacturing,Increasing,Moderate,140903.57,Associate Degree,13,1269,3038,5.75,67.63,USA,33.36,139.40110323089044,Medium
"Programme researcher, broadcasting/film/video",Entertainment,Increasing,Low,78935.74,High School,17,2397,2093,55.93,77.98,China,53.89,-12.682519816437212,High
Community pharmacist,IT,Increasing,High,37845.78,Master’s Degree,7,7104,5820,63.36,92.33,China,51.17,-18.074324324324326,High
"Chemist, analytical",Healthcare,Increasing,Moderate,39162.34,Master’s Degree,8,8272,9485,92.51,16.53,Canada,57.49,14.66392649903288,Low
Publishing copy,Healthcare,Decreasing,High,66005.43,Bachelor’s Degree,6,178,6483,53.49,18.99,Canada,59.05,3542.134831460674,Low
Electronics engineer,Healthcare,Decreasing,Low,43643.35,High School,5,8441,9050,92.97,87.13,Canada,75.66,7.2147849780831645,High
Chiropractor,Transportation,Increasing,High,83021.16,PhD,18,1519,1295,57.72,33.75,Canada,33.7,-14.746543778801843,Low
Psychiatrist,IT,Increasing,Low,101989.6,PhD,8,1729,1254,16.46,68.62,UK,78.51,-27.472527472527474,Medium
Corporate investment banker,Finance,Increasing,High,94681.23,PhD,18,3240,5094,99.88,33.47,Canada,24.91,57.22222222222222,Low
Horticultural consultant,Finance,Increasing,Low,100064.44,Master’s Degree,17,4632,2146,88.19,26.31,UK,33.65,-53.67012089810017,Low
"Engineer, structural",Education,Increasing,Low,102807.76,Associate Degree,13,7075,8930,1.04,71.12,Australia,69.7,26.219081272084804,High
Purchasing manager,Education,Decreasing,Moderate,130002.9,High School,7,9741,3241,2.9,58.85,Germany,24.7,-66.72826198542245,Medium
Politician's assistant,IT,Increasing,Moderate,89465.2,High School,10,5587,2368,33.76,31.31,Australia,33.9,-57.615894039735096,Low
Counselling psychologist,Education,Decreasing,Low,145767.08,High School,12,8552,2790,47.74,19.87,UK,72.59,-67.37605238540692,Low
Special educational needs teacher,Transportation,Decreasing,High,91675.25,Associate Degree,19,3168,356,94.07,99.02,India,73.34,-88.76262626262627,High
"Nurse, children's",Healthcare,Increasing,Low,112196.22,Associate Degree,20,6854,8033,80.74,88.48,China,39.1,17.201634082287715,High
Senior tax professional/tax inspector,IT,Decreasing,High,139297.16,Bachelor’s Degree,20,8938,7766,55.99,84.23,Australia,70.73,-13.112553143880062,High
Product manager,Finance,Decreasing,High,108508.83,PhD,0,1449,8577,65.92,36.5,Australia,29.62,491.92546583850935,Low
"Scientist, forensic",Education,Increasing,Low,125094.19,Associate Degree,15,6212,8038,40.35,10.33,India,40.58,29.394719896973598,Low
Petroleum engineer,Entertainment,Decreasing,Low,59712.2,High School,18,8599,3246,92.11,92.36,Brazil,79.97,-62.251424584253975,High
Chartered legal executive (England and Wales),Retail,Increasing,Moderate,96801.23,Associate Degree,7,741,9559,43.03,28.0,China,40.62,1190.0134952766532,Low
Commercial/residential surveyor,Retail,Decreasing,High,128196.85,PhD,11,4829,7422,82.06,57.14,China,61.84,53.69641747773867,Medium
Veterinary surgeon,Entertainment,Increasing,Moderate,130785.77,Master’s Degree,18,7936,6779,63.01,93.95,Canada,35.72,-14.579133064516128,High
"Geneticist, molecular",Finance,Increasing,Moderate,79347.22,PhD,2,1940,2771,29.89,98.91,Canada,55.67,42.83505154639175,High
Firefighter,Retail,Decreasing,Low,96892.23,Associate Degree,15,1694,6104,75.81,71.49,Australia,60.73,260.3305785123967,High
"Programme researcher, broadcasting/film/video",Manufacturing,Decreasing,Low,135852.53,Bachelor’s Degree,19,8256,8360,38.13,40.0,Germany,79.75,1.2596899224806202,Low
Herbalist,Entertainment,Increasing,Low,63016.12,Bachelor’s Degree,9,3244,3173,55.4,15.91,USA,76.68,-2.18865598027127,Low
"Scientist, audiological",IT,Decreasing,High,78102.46,Bachelor’s Degree,6,7560,5802,28.52,44.91,China,29.9,-23.253968253968253,Medium
"Therapist, speech and language",Education,Increasing,High,139489.73,Associate Degree,14,9166,8857,5.2,29.84,Canada,47.03,-3.371154265764783,Low
Site engineer,Manufacturing,Increasing,Moderate,138332.83,Master’s Degree,0,2896,2547,84.79,88.01,Australia,26.66,-12.051104972375692,High
Speech and language therapist,Retail,Increasing,High,129946.8,Associate Degree,2,7837,7773,34.23,80.88,USA,30.83,-0.8166390200331759,High
Industrial buyer,Healthcare,Increasing,Low,98697.42,PhD,17,8735,7772,69.65,42.78,Germany,22.59,-11.024613623354321,Medium
Tourist information centre manager,Finance,Increasing,Moderate,124478.37,Bachelor’s Degree,5,784,4828,15.11,99.31,Australia,62.12,515.8163265306122,High
"Horticulturist, commercial",Entertainment,Decreasing,Low,87141.91,Associate Degree,17,4333,3245,97.52,78.86,Canada,63.46,-25.109623817216708,High
Technical sales engineer,Transportation,Decreasing,Moderate,65322.39,Associate Degree,14,4045,8905,95.52,40.35,China,37.41,120.14833127317677,Medium
"Social research officer, government",Education,Increasing,High,37264.49,PhD,13,9305,8468,13.73,86.63,Germany,56.88,-8.995163890381514,High
Public house manager,Transportation,Increasing,High,132257.14,Bachelor’s Degree,4,3203,1344,49.03,85.38,China,60.63,-58.03933812051202,High
Tourist information centre manager,Healthcare,Decreasing,Moderate,30087.69,PhD,12,153,9310,2.33,70.84,Australia,57.36,5984.967320261438,High
Dealer,Education,Decreasing,Moderate,30914.56,High School,15,2757,3502,72.11,81.07,UK,48.46,27.022125498730503,High
Minerals surveyor,Education,Decreasing,Low,116875.01,Bachelor’s Degree,7,379,4335,19.09,56.16,Canada,30.03,1043.7994722955145,Medium
IT technical support officer,Finance,Increasing,Moderate,115408.88,Master’s Degree,15,6844,1453,13.53,41.44,Brazil,71.48,-78.7697253068381,Medium
"Engineer, chemical",Entertainment,Decreasing,Moderate,133418.27,Master’s Degree,5,7902,5180,4.47,76.83,UK,73.31,-34.44697544925335,High
Clinical embryologist,Manufacturing,Decreasing,Low,112732.97,PhD,3,3877,7259,77.07,13.06,UK,71.23,87.23239618261542,Low
Prison officer,Education,Increasing,High,59917.55,Master’s Degree,4,230,2807,95.07,21.49,UK,56.59,1120.4347826086957,Low
Leisure centre manager,Entertainment,Increasing,Low,136168.23,PhD,12,3889,7806,87.04,92.61,Canada,44.01,100.71997942915915,High
"Secretary, company",Finance,Decreasing,Moderate,137251.17,Bachelor’s Degree,7,4842,7258,71.64,28.57,India,49.21,49.89673688558447,Low
Public relations officer,Education,Increasing,Low,43463.35,Master’s Degree,11,7212,2840,62.04,71.2,Canada,30.75,-60.62118691070438,High
Hospital doctor,Finance,Increasing,High,60061.73,High School,15,8262,2566,40.8,17.82,Australia,55.16,-68.94214475913823,Low
Games developer,Retail,Increasing,High,75713.34,High School,13,6330,518,54.43,97.45,Germany,68.91,-91.81674565560822,High
Ship broker,IT,Increasing,High,97674.24,Bachelor’s Degree,13,6333,2216,92.93,38.9,Germany,56.03,-65.00868466761408,Low
Industrial/product designer,Finance,Increasing,High,36320.6,High School,12,2594,5623,10.6,5.01,UK,21.44,116.76946800308403,Low
Public relations account executive,Finance,Decreasing,Moderate,140644.83,Master’s Degree,13,520,3374,38.18,83.93,Australia,61.76,548.8461538461538,High
Geoscientist,Healthcare,Increasing,Low,143763.82,High School,10,9729,2719,2.83,64.48,USA,23.44,-72.0526261691849,Medium
Hydrographic surveyor,Transportation,Decreasing,Low,58983.53,Associate Degree,8,1506,6545,51.27,91.65,Canada,21.43,334.5949535192563,High
"Scientist, biomedical",Entertainment,Increasing,High,85298.4,Associate Degree,4,3946,7707,96.45,35.0,Canada,33.85,95.31170805879373,Low
"Investment banker, corporate",Finance,Increasing,Low,109372.7,Bachelor’s Degree,3,8576,3853,60.84,52.09,China,67.26,-55.0722947761194,Medium
Soil scientist,Finance,Decreasing,High,47104.54,High School,12,8162,1020,43.28,68.17,USA,56.01,-87.5030629747611,Medium
"Loss adjuster, chartered",Retail,Increasing,High,84797.82,Master’s Degree,10,634,1277,6.34,85.7,India,27.6,101.41955835962145,High
Drilling engineer,Transportation,Increasing,Low,147851.09,Associate Degree,13,7907,9146,90.23,29.07,China,54.95,15.669659795118248,Low
Commercial horticulturist,Education,Increasing,Low,58827.5,Associate Degree,6,3317,6885,50.41,71.21,Brazil,33.07,107.56707868555924,High
Primary school teacher,Education,Increasing,High,93323.86,Bachelor’s Degree,19,1896,7519,62.4,17.5,Germany,27.04,296.57172995780587,Low
Social researcher,Healthcare,Increasing,High,69170.65,Associate Degree,15,2122,2406,51.1,81.32,Canada,50.14,13.383600377002827,High
"Engineer, aeronautical",IT,Increasing,Low,119843.39,High School,0,4838,8386,52.8,85.14,Germany,55.94,73.33608929309632,High
Government social research officer,Retail,Decreasing,Low,40436.77,Bachelor’s Degree,19,4664,3730,9.12,28.71,China,49.83,-20.025728987993137,Low
Private music teacher,IT,Increasing,Moderate,113835.56,Master’s Degree,16,9091,3868,85.54,92.42,China,26.29,-57.45242547574524,High
Marine scientist,Entertainment,Decreasing,Moderate,143270.55,PhD,11,6634,2660,83.45,80.35,Germany,79.73,-59.90352728369008,High
Civil Service fast streamer,Entertainment,Decreasing,High,84547.72,Associate Degree,10,3342,9263,31.82,6.33,USA,64.54,177.16935966487134,Low
"Conservator, museum/gallery",Transportation,Decreasing,Moderate,108901.43,Master’s Degree,0,541,9130,44.56,12.01,USA,71.92,1587.615526802218,Low
Architectural technologist,Transportation,Decreasing,Low,105041.31,High School,20,3555,7047,52.79,23.98,UK,38.84,98.22784810126582,Low
"Teacher, music",Transportation,Increasing,Moderate,60389.59,PhD,9,7060,4429,21.01,78.8,Brazil,53.99,-37.26628895184136,High
Illustrator,Retail,Decreasing,Low,65791.22,Bachelor’s Degree,0,2301,7514,60.63,18.21,Germany,40.3,226.55367231638417,Low
"Scientist, marine",Manufacturing,Increasing,Low,129175.59,PhD,16,9025,2637,14.97,20.78,Brazil,31.86,-70.78116343490305,Low
Dance movement psychotherapist,Healthcare,Increasing,Moderate,117821.9,Associate Degree,16,832,4716,39.3,58.88,China,58.51,466.8269230769231,Medium
"Engineer, technical sales",Transportation,Decreasing,Low,125557.0,Associate Degree,3,5679,5396,97.26,50.27,USA,67.81,-4.983271702764571,Medium
"Engineer, manufacturing",Manufacturing,Decreasing,High,134512.64,Associate Degree,1,5012,9167,59.62,80.12,Brazil,27.03,82.90103750997606,High
Petroleum engineer,Finance,Increasing,Moderate,85290.02,Bachelor’s Degree,17,9499,4810,56.68,84.6,Brazil,40.87,-49.363090851668595,High
"Administrator, Civil Service",IT,Increasing,Moderate,138894.25,Master’s Degree,19,963,6978,11.71,49.15,USA,64.16,624.6105919003115,Medium
"Production assistant, television",IT,Decreasing,Moderate,68808.23,Associate Degree,12,9635,9935,52.91,14.39,Australia,65.11,3.113648157758173,Low
Actor,Transportation,Decreasing,Moderate,83520.15,Master’s Degree,1,3442,7701,92.96,64.55,Germany,69.99,123.7361998837885,Medium
"Teacher, adult education",Education,Increasing,High,127890.91,High School,2,1123,2489,37.16,27.28,Brazil,27.57,121.63846838824577,Low
Counselling psychologist,Healthcare,Increasing,Low,34057.04,Associate Degree,15,1313,1632,27.1,94.79,Australia,50.64,24.295506473724295,High
"Engineer, communications",Finance,Increasing,Moderate,97970.79,High School,13,2213,507,79.83,48.99,UK,45.46,-77.089923181202,Medium
Toxicologist,Finance,Decreasing,Moderate,146519.43,Associate Degree,12,8925,1909,68.11,27.59,Canada,59.93,-78.61064425770307,Low
"Engineer, manufacturing",Manufacturing,Increasing,High,72979.51,High School,18,9334,2381,74.61,61.18,China,61.86,-74.49110777801586,Medium
Warden/ranger,Finance,Increasing,High,74334.69,Associate Degree,13,4118,6178,50.52,32.02,India,36.28,50.02428363283147,Low
"Accountant, chartered",Entertainment,Decreasing,High,104136.35,High School,17,643,4031,62.41,10.95,Canada,44.89,526.905132192846,Low
"Nurse, learning disability",Education,Increasing,Low,30534.37,Associate Degree,9,1161,582,73.58,66.71,Canada,48.27,-49.87080103359173,Medium
"Engineer, production",Finance,Decreasing,Moderate,138824.29,Master’s Degree,1,3373,3333,44.43,98.45,Germany,60.28,-1.1858879335902759,High
"Sales professional, IT",Education,Decreasing,Moderate,138000.46,High School,1,1448,723,15.07,8.74,Australia,45.24,-50.069060773480665,Low
Chiropractor,Entertainment,Increasing,Low,101877.49,Associate Degree,18,1504,8014,66.56,0.94,China,73.78,432.84574468085106,Low
"Engineer, energy",Manufacturing,Decreasing,Moderate,69960.23,Bachelor’s Degree,12,2501,7955,17.78,89.1,Germany,71.58,218.07277089164336,High
Retail buyer,Manufacturing,Increasing,Low,43309.35,High School,16,9892,7574,47.46,26.13,India,39.81,-23.43307723412859,Low
"Physicist, medical",Healthcare,Increasing,High,144536.1,Associate Degree,14,8606,9257,53.99,42.88,USA,73.59,7.564489890773879,Medium
Environmental education officer,Entertainment,Decreasing,High,82080.41,Master’s Degree,18,3714,6511,84.85,21.3,Germany,54.05,75.30963920301562,Low
Ergonomist,Finance,Decreasing,High,123456.94,High School,1,8915,665,15.87,44.62,India,33.0,-92.54066180594504,Medium
Petroleum engineer,Entertainment,Decreasing,Moderate,91966.36,Associate Degree,2,431,3254,52.96,94.22,Canada,61.61,654.9883990719258,High
Chief Operating Officer,Finance,Increasing,Moderate,30588.84,High School,0,1934,4656,64.67,82.35,UK,59.43,140.74457083764221,High
Food technologist,Healthcare,Decreasing,High,91103.31,Bachelor’s Degree,16,6060,8424,11.8,77.69,USA,35.57,39.00990099009901,High
Writer,Manufacturing,Increasing,Moderate,52238.85,Associate Degree,8,3712,5090,57.49,3.77,India,73.91,37.122844827586206,Low
Dentist,Manufacturing,Decreasing,High,117341.12,Bachelor’s Degree,9,8825,9685,70.23,27.33,USA,56.64,9.745042492917847,Low
IT sales professional,Education,Increasing,Moderate,46181.3,Associate Degree,6,9757,5447,21.74,74.09,China,21.54,-44.17341395920877,High
Dentist,Manufacturing,Increasing,High,48632.42,High School,4,1023,1931,18.29,1.83,Brazil,68.4,88.7585532746823,Low
Software engineer,Retail,Increasing,Moderate,131211.7,Associate Degree,2,3489,2360,64.99,67.43,UK,48.52,-32.35884207509315,Medium
"Engineer, manufacturing",Education,Decreasing,Moderate,107836.67,PhD,6,6536,4635,71.25,11.18,Canada,59.55,-29.085067319461444,Low
"Surveyor, hydrographic",IT,Increasing,Moderate,97221.35,Master’s Degree,8,9225,3125,89.4,17.33,Australia,62.25,-66.12466124661248,Low
"Optician, dispensing",Manufacturing,Increasing,Moderate,124136.68,PhD,3,1826,5054,70.41,49.35,Australia,52.62,176.77984665936472,Medium
"Engineer, electrical",IT,Increasing,High,137348.66,PhD,8,4961,9023,95.83,9.96,Germany,31.37,81.87865349727878,Low
"Therapist, nutritional",Entertainment,Decreasing,Low,74650.74,Bachelor’s Degree,4,6179,9525,41.54,53.98,Brazil,27.87,54.15115714516913,Medium
Financial adviser,Healthcare,Decreasing,High,47278.44,High School,11,5371,341,23.63,40.19,Brazil,23.61,-93.65108918264755,Medium
"Civil engineer, consulting",Transportation,Decreasing,Low,129380.22,High School,8,735,5981,91.93,55.23,India,67.54,713.7414965986395,Medium
Occupational therapist,Healthcare,Increasing,Moderate,116833.13,Bachelor’s Degree,4,541,5390,70.08,88.1,Germany,23.59,896.3031423290204,High
Production engineer,Healthcare,Increasing,Moderate,96452.33,Master’s Degree,17,3798,7300,98.54,13.91,Brazil,79.64,92.20642443391259,Low
"Engineer, energy",Healthcare,Decreasing,Low,77997.65,Associate Degree,11,1283,6533,34.12,31.45,Canada,75.06,409.1971940763835,Low
Accommodation manager,Manufacturing,Decreasing,Low,131108.11,Associate Degree,5,2714,7869,49.16,3.09,India,71.68,189.94104642593956,Low
Science writer,Retail,Decreasing,Low,71425.5,Master’s Degree,14,3449,528,52.98,59.68,China,42.58,-84.69121484488258,Medium
Medical technical officer,Healthcare,Decreasing,High,62680.98,Bachelor’s Degree,17,563,6810,16.3,78.5,UK,57.39,1109.5914742451155,High
Agricultural engineer,Retail,Decreasing,Moderate,146465.92,High School,14,3477,3498,81.62,63.31,China,28.29,0.6039689387402933,Medium
Immunologist,Finance,Increasing,Moderate,91963.74,High School,15,9656,4773,85.38,16.82,Canada,51.2,-50.569594034797014,Low
Adult guidance worker,Entertainment,Increasing,Low,121949.14,PhD,10,8739,5361,18.45,72.45,India,22.24,-38.65430827325781,High
Financial controller,Healthcare,Increasing,Low,128821.83,High School,16,2733,6293,26.05,31.26,China,71.79,130.25978777899746,Low
Radiation protection practitioner,Manufacturing,Increasing,Moderate,118520.03,PhD,7,234,6156,79.63,44.03,Germany,24.21,2530.7692307692305,Medium
Actuary,Transportation,Decreasing,Moderate,129658.57,Associate Degree,0,8995,2399,97.69,11.17,UK,31.92,-73.3296275708727,Low
